Complexity,Fitness,Equation 0,Equation 1,Equation 2,Equation 3,Equation 4
9,9.12206,1.05*a1,a1 + y0,a0,a0,y0
11,1.1483364,a0,2*a1,0.140,a1 + y0,a0 - 1.25
15,0.96612614,a0,0.36*rpe**2,0.0438,a0*rpe,rpe + 2.64
17,0.93981785,a0 + y0,rpe,0.0378*a0,0,a1 + 0.598*rpe
21,0.90134954,y0,a0*y0 + rpe + y0*(a1 + rpe) + y0,0.0738*a1,rpe + y0,0.445
25,0.886998,a0*(1.05*a1 + y0),a1 + rpe**2 + y0 - 0.998,0.0756*a0,a0 + a1,0.0
29,0.86832404,rpe*y0 + 1.46*y0,2*a0*y0 + a1,0.0625*a0 + 0.04,rpe + y0,-1.74*y0
31,0.8160099,a1 + y0,a0*y0 + rpe + y0*(a1 + rpe) + y0,0.148*a1 + 0.00886,rpe*y0,1.5*a1 - 0.023
33,0.8127701,a0*(1.05*a1 + y0),rpe**2 + 2*y0 - 0.998,0.0378*a0*(3*a0 + 3*a1),a0,a0
35,0.77437234,a1 + y0,a0*y0 + rpe + y0*(a1 + rpe) + y0,0.0738*a0 + 0.148*a1 + 0.0071,a1,0.739*rpe + 1.48
37,0.7567066,a1 + y0,a0*y0 + rpe + y0*(a1 + rpe) + y0,0.0897*a0 + 0.148*a1,-1.66*a1,a0 - 0.625
39,0.7205405,a1 + y0,a0*y0 + rpe + y0*(a1 + rpe) + y0,0.0897*a0 + 0.221*a1,-0.503,1.23*rpe + 0.934
41,0.7037038,a1 + y0,a0*y0 + rpe + y0*(a1 + rpe) + y0,0.085*a0 + 0.233*a1,2*y0,1.5*a0 - 0.329
45,0.70129025,a1 + y0,a0*y0 + rpe + y0*(a1 + rpe) + y0,0.085*a0 + 0.233*a1,a0 + y0,a0 + 0.492*rpe**2 - 4.83
47,0.70124483,a1 + y0,a0*y0 + rpe + y0*(a1 + rpe) + y0,0.085*a0 + 0.221*a1 + 0.000823,a0 + y0,2.5*a0 + rpe*y0 - 3.02
49,0.70120007,a1 + y0,a0*y0 + rpe + y0*(a1 + rpe) + y0,0.085*a0 + 0.233*a1,a1 + y0,a0 + 0.492*rpe**2 + 0.739*rpe - 1.21
53,0.69993246,a1 + y0,a0*y0 + rpe + y0*(a1 + rpe) + y0,0.085*a0 + 0.233*a1,2*a1 + 2*y0,2.5*a0 + 0.492*rpe**2 - 3.02
