Complexity,Fitness,Equation 0,Equation 1,Equation 2,Equation 3,Equation 4
11,2.3969417,a1*y1 + rpe*y0,-1.33,a0,y1,a1
13,2.30996,a1,rpe*y0,a1*rpe,rpe + 1.0,rpe
17,1.94765,y0,y1*(rpe - y1),a1 + 2*rpe,a0,2*a1 + y1
19,1.8082718,a1*y1 + rpe*y0 - 0.77*y1,-0.467,2*a0 + rpe,a1,a1
21,1.7118938,a1*y1 + rpe*y0 - y1,-3.24,4*a0 + rpe,a0,y1
23,1.6552553,a1*y1 + rpe*y0 - 0.77*y1,a1 - 0.467,2*a0 + rpe,a1*y1,y0
25,1.5340021,a0**2,rpe*(a1 + y0 + y1) - 2*y1,a1*rpe + 2*a1 - 0.868,a0,rpe
29,1.4596198,a1*y1 + rpe*y0 - y1,a1 - 0.467,4*a0 + rpe,a1*(-a1 + 2*y1),a1
31,1.4592495,a1*y1 + rpe*y0 - y1,a1 - 0.467,4*a0 + rpe,a1*(-a1 + 2*y1),a1 + y0
49,1.4344184,(rpe - 2.37)*(2*a0 + y0 + 2*y1),a0*rpe**2 - a1 + rpe*y0 + rpe,3*a0 + 2*a1 + 2*rpe,2*rpe + y0,-0.402*a0 - 0.402*a1
53,1.4322492,(rpe - 2.37)*(2*a0 + y0 + 2*y1),a0*rpe**2 - a1 + rpe*y0 + rpe,3*a0 + 2*a1 + 2*rpe,2*rpe,-0.402*a0*y1*(a1 + 2*y1)
55,1.4310789,(rpe - 2.37)*(2*a0 + y0 + 2*y1),a0*rpe**2 - a1 + rpe*y0 + rpe,3*a0 + 2*a1 + 2*rpe,2*y0*y1,-0.402*a0 - 0.402*a1 - 0.402*y0 - 0.402*y1 - 0.318
57,1.42086,(rpe - 2.37)*(2*a0 + y0 + 2*y1),a0*rpe**2 - a1 + rpe*y0 + 2*rpe,3*a0 + 2*a1 + 2*rpe,2*rpe*y0,-0.803*a0 - 0.402*a1 - 0.402*y1 - 0.318
59,1.4150462,(rpe - 2.37)*(2*a0 + y0 + 2*y1),a0*rpe**2 - a1 + rpe*y0 + 2*rpe,3*a0 + 2*a1 + 2*rpe,0.726*a0 - 0.852*rpe - 1.7*y0,-0.402*a0 + 0.402*a1 - 0.402*y0
67,1.4141538,(rpe - 2.37)*(2*a0 + y0 + 2*y1),a0*rpe**2 - a1 + rpe*y0 + 2*rpe,3*a0 + 2*a1 + 2*rpe,0.726*a0 - 2.56*rpe - 1.7*y0,-0.402*a0 - 0.402*a1 - 0.803*y0 - 0.318
73,1.4140489,(rpe - 4.74)*(2*a0 + y0 + 2*y1),a0*rpe**2 - a1 + 2*rpe*y0,3*a0 + 2*a1 + 2*rpe,a0*(2*rpe*y0 + y0) + 3*rpe,-0.402*a0*a1*(a0 + a1 + y0 + y1 + 0.792)
