Complexity,Fitness,Equation 0,Equation 1,Equation 2
5,2.170907,-1.14*y1,a0,-0.278
7,1.4732256,y0,0.277*rpe,a1*rpe
9,1.3961399,rpe*y1,2*a1 + y0,a0
11,1.1769295,1.02*rpe*y1,rpe*y0,a0 + a1
13,1.1573155,-a0 + y1,a0*rpe,a1 - 0.272*rpe
15,1.1254528,2*rpe*y1,2*y1,a0 - 0.241*rpe - 0.101
17,0.9891988,y1*(a0 + rpe),rpe*y0 + rpe,a0 + 0.309*a1*rpe
19,0.90665644,rpe,rpe*y0 + y0*(rpe + y1) + y1*(y0 - 2.42),2*a1
21,0.87758934,1.03,rpe*y0 + y0*(rpe + y1) + y1*(y0 - 2.42),3*a1
21,0.87758934,a0,rpe*y0 + y0*(rpe + y1) + y1*(y0 - 2.42),3*a1
23,0.77463377,rpe,2*rpe*y0 + y1*(rpe - 2.42),4*a1 + rpe
25,0.76411587,rpe,2*rpe*y0 + y1*(rpe - 2.42),a0 + 4*a1 + rpe
27,0.7407986,y0,y0*y1 + y0*(rpe + y1) + y1*(rpe - 2.42),a0*a1 + 3*a1 + rpe
31,0.69712645,a0,rpe*y0 + y0*(rpe + y1) + y1*(y0 - 2.42),a1*rpe + 4*a1 - 0.0242*rpe
37,0.67591494,y1*(rpe**2*(rpe*y1 + rpe) + rpe),rpe*y0 + y0*(rpe + y1) + y1*(y0 - 2.42),a0 + 3*a1 + rpe
