Complexity,Fitness,Equation 0,Equation 1,Equation 2,Equation 3,Equation 4
9,5.0887623,a1,rpe,-0.0285*a0 - 0.0285*a1,y1,a0
13,1.7987616,2*y1,a0 + rpe,-0.0285,y1,a1*rpe - 0.469
13,1.7987616,a1 + 2*y1,a0 + rpe - 1.47,-0.0285,a0,-0.469
17,1.4421751,a1 + y1,rpe*y1,-a1*rpe + 0.117*a1,a0 + y1,a1
19,0.91664773,y1,y1*(2*rpe - 3.4),-a1*rpe + a1,y1,a1*y1
21,0.9056951,y1,y1*(a0 + 2*rpe - 3.4),-a1*rpe + a1,y0,rpe*y0
25,0.9013233,a0 + y0,y1*(2*rpe - 3.0),-2*a1*rpe + a1,y0 + y1,y0
27,0.9008129,0.404*a1**2*y1,y1*(a0 + 2*rpe - 3.4),-a1*rpe + a1,y0,rpe*y0
29,0.8678968,2*a0,y1*(2*a1 + 2*rpe - 3.0),-a1*rpe + a1 - 0.35*rpe,y1,a1*y0
31,0.85712034,2*y1,y1*(2*a1 + rpe - 2.34),-a1*rpe + a1 - 0.35*rpe,a0 + y0*(a0 - a1),-0.492
41,0.84244686,7.17*rpe*y1 + rpe - 10.9*y1,y1,(-0.994*a0 - 0.0944*rpe)*(rpe - 0.994),a1*y0 + y1,a0**3
49,0.83842295,7.17*rpe*y1 + rpe - 10.9*y1,y0**2,(-0.994*a0 - 0.0944*rpe)*(rpe - 0.994),y0*(-y0 + y1) + y0,2*a0**2*(a0*(y0 + y1) + y0)
51,0.8318846,7.17*rpe*y1 + rpe - 10.9*y1,y0 - 0.332,(-1.45*a0 - 0.0944*rpe)*(rpe - 0.994),2*a0 + a1 + y0*(0.0111 - y1) - 2*y1,rpe*y0
57,0.83075327,7.17*rpe*y1 + rpe - 10.9*y1,2*y0 - 0.332,(-1.45*a0 - 0.0944*rpe)*(rpe - 0.994),2.01*a0 - 2.01*y1 + 0.0111,a0**2*(a0 + y0)
59,0.83058,7.17*rpe*y1 + rpe - 10.9*y1,-0.0545,(-1.45*a0 - 0.0944*rpe)*(rpe - 0.994),2*a0 + a1 + y0*(0.0111 - y1) - 2*y1,rpe*y0*(a0*y1*(y0 + y1) + a0)
61,0.82999027,7.17*rpe*y1 + rpe - 10.9*y1,y0,(-1.45*a0 - 0.0944*rpe)*(rpe - 0.994),3*a0 + y0*(0.0111 - y1) - 2*y1,rpe*y0*(a0*y1*(a1 + y0 + y1) + a0)
