Complexity,Fitness,Equation 0,Equation 1,Equation 2
5,1.2328296,-0.159,a1 - 0.185,0.00284
7,0.99518627,-a0 + y1,y0,a0*rpe
11,0.8080785,-0.223*rpe*y0,rpe,a0*(rpe - 0.967)
17,0.650843,1.41*a1*rpe*(y0 + y1),-0.638,a0*(0.521*a1 + rpe)
19,0.58838934,1.41*a1*rpe*(y0 + 2*y1),-0.248,a0*(0.521*a1 + rpe)
21,0.5786412,1.41*a1*rpe*(y0 + 3*y1),-0.248,a0*(0.521*a1 + rpe)
23,0.5617089,a1*rpe*(a0*rpe + y0 + y1),-1.10,a0*(a1*(a0 + 1.13) + rpe)
27,0.5329555,a1*rpe*(2*a0*rpe + y0 + y1),-2.21,a0*(a1*(a0 + 1.13) + rpe)
29,0.52806723,a1*rpe*(2*a0*rpe + y0 + y1),a1 - 1.1,a0*(a1*(a0 + 1.13) + rpe)
31,0.52318215,a1*rpe*(2*a0*rpe + y0 + y1),a1 - 2.21,a0*(a1*(a0 + 1.13) + 2*rpe)
39,0.5154931,a1*rpe*(a0*rpe - 0.223*rpe + y0 + y1),2*a0 - 4.41,a0*(a1*(a0 + 1.13) + 2*rpe)
