Complexity,Fitness,Equation 0,Equation 1,Equation 2
5,1.9822128,a1 + y0,rpe,-0.0488
7,1.8240368,a0,y0,a0*rpe**2
7,1.8240368,a0,a0,a1*rpe + a1
7,1.8240368,a1,a1,-0.0415*a1*rpe
7,1.8240368,a0*y0,a0*rpe,a0
7,1.8240368,a0**2,a0*rpe,a0
7,1.8240368,2*a1,a0,a1*rpe
7,1.8240368,rpe + y0,a1*y0,a1
7,1.8240368,0.156*a1*rpe,a1,a1
7,1.8240368,3*a1,a0,a1
9,1.7828629,a1*y0,-1.27,0.0456*a1*rpe
11,1.5178964,a1,-2.2*a0 - 2.2*a1 + y0,a1*rpe
13,1.4767022,a1 + y0,-1.63*a0 - 1.63*a1 + y0,a1*rpe
15,1.4595435,0.459*a0 + a1,-2.2*a0 - 2.2*a1 + y0,a1*rpe
19,1.4219389,a0*(a0*y0 + 0.459) + a1,-2.2*a0 - 2.2*a1 + y0,a1*rpe
21,1.3802776,a1,y0 + (0.207*a0 - 1.63)*(a0 + a1),4.2*a1*rpe
25,1.3398018,-1.61*rpe*(-1.61*a0 + y0) + rpe,rpe,-0.242*a0*a1*(a1 + rpe - 0.483)
27,1.3327669,-1.61*rpe*(-1.61*a0 + y0),0.597*rpe,-0.242*a0*a1*(a1 + 0.429*rpe - 0.483)
29,1.3203163,-1.61*rpe*(-1.61*a0 + y0) + rpe,0.597*rpe,-0.242*a0*a1*(a1 + 0.429*rpe - 0.483)
31,1.277811,-1.61*rpe*(-3.22*a0 + y0) + rpe,rpe,-0.242*a0*a1*(a1 + 0.429*rpe - 0.483)
33,1.2578709,-1.61*rpe*(-3.22*a0 + y0) + rpe,0.597*rpe,a0*a1**2*(a1 + 0.429*rpe + 0.187)
