Complexity,Fitness,Equation 0,Equation 1,Equation 2
5,1.8606877,a1,-0.108*y0,-0.0687
7,1.6420343,a0,0.650,a0
9,1.4204017,y0,y1 - 1.26,a1*rpe + rpe
11,1.4090749,rpe,a0,0.000819*rpe**3
13,1.3450022,0.995*rpe*y1,-0.0590,-0.0601*a0*(rpe - 0.832)
15,1.2910633,a1**2*rpe*y0,a0 + 0.427,-0.171*a0*rpe
17,1.1136177,2*a1*rpe*y0,0.590,-0.171*a0*(2*rpe - 1.36)
19,1.0132136,2*a1*rpe*(y0 + y1),0.427,-0.171*a0*(a0 + rpe - 1.36)
23,0.9824685,2*a1*rpe*(y0 + y1),a1 + 0.118,-0.171*a0*(a0 + 2*rpe - 1.36)
25,0.9672167,2*a1**2*rpe*(y0 + y1),0.427 - 0.0415*y1,-0.171*a0*(a0 + rpe - 1.36)
27,0.9528701,4*a1**2*rpe*(y0 + y1),a1 + 0.118,-0.171*a0*(a0 + 2*rpe - 1.36)
29,0.91526943,rpe*(a0 + y0)*(2*a0*a1*y1 + a1),0.446,-0.171*a0*(3*rpe - 2.89)
31,0.90341395,rpe*(a0 + y0)*(2*a0*a1*y1 + a1),0.336,-0.171*a0*(3*rpe - 4.08)
31,0.90341395,rpe*(a0 + y0)*(2*a0*a1*y1 + a1),0.336,-0.171*a0*(3*rpe - 4.08)
37,0.8712015,2*a1*rpe*y0*(a0*a1*y1 + a1),0.0266*rpe + 0.427,-0.171*a0*(4*rpe - 2.72)
41,0.8708635,2*a1*rpe*y0*(a0*a1*y1 + a1),0.0298*y0*y1 + 0.336,-0.171*a0*(4*rpe - 2.72)
43,0.86972475,rpe*(a0 + y0)*(2*a0*a1*y1 + a1),1.0*a0*y1 + 0.427,-0.171*a0*(3*rpe - 4.25)
