Complexity,Fitness,Equation 0,Equation 1,Equation 2
3,1.9009823,y0,rpe,-0.297
5,1.3535544,rpe*y0,-0.104,a0
5,1.3535544,rpe*y0,0.208,a0
5,1.3535544,rpe*y0,y0,a0
5,1.3535544,rpe*y0,a0,a0
5,1.3535544,rpe*y0,rpe,a0
7,1.0080626,rpe*y0,a0,a0 + a1
9,0.964898,0.605*rpe*y0,-0.104,2*a0
9,0.964898,0.605*rpe*y0,y0,2*a0
9,0.964898,0.605*rpe*y0,rpe,2*a0
11,0.89962447,rpe,rpe*y0,2*a0**2*a1
15,0.8288565,rpe,rpe**3*y0,2*a0**2*a1
17,0.8286568,0.97*rpe,rpe**3*y0,2*a0**2*a1
19,0.81643087,rpe,rpe**3*y0,2*a0**4*a1
21,0.8143419,0.941*rpe + 0.00647,rpe**3*y0,2*a0**2*a1
23,0.8071784,0.00667*rpe**2 + 0.97*rpe,rpe**3*y0,2*a0**2*a1
25,0.7935697,0.00647*rpe**2 + 0.941*rpe,rpe**3*y0,2*a0**2*a1
27,0.783141,0.00667*rpe**2 + 0.97*rpe,rpe**3*y0,a0**2*(a0**2*a1 + a1)
29,0.78291124,0.00647*rpe**2 + 0.941*rpe,rpe**2*(rpe*y0 - 0.494*y0),2*a0**2*a1
33,0.78278637,0.00647*rpe**2 + 0.941*rpe,rpe**2*(rpe*y0 - y0 - 0.494),2*a0**4*a1
35,0.745566,0.00667*rpe**2 + 0.97*rpe,rpe*(-0.608*rpe**2*y0 + 0.159*rpe),2*a0**5*a1
37,0.6875136,0.0138*rpe**2 + 0.97*rpe,rpe*(-0.608*rpe**2*y0 + 0.159*rpe),2*a0**5*a1
