Complexity,Fitness,Equation 0,Equation 1,Equation 2
3,11.088144,rpe,a1,a0
5,1.3085356,0.418*y0,rpe,0.0447
7,1.3035095,a0,1.71,0.0624
11,1.0783854,y0*(-rpe - 0.652),a0 + y0,-0.188*a0
13,1.0260372,y0*(rpe + 0.279),0.248,0.148*a0
15,1.0136663,-rpe + y0*(-rpe - 0.652),a1,a0*(0.0699*rpe - 0.182)
15,1.0136663,-rpe + y0*(-rpe - 0.652),rpe,a0*(0.0699*rpe - 0.182)
17,1.0014275,y0*(rpe + 0.279),rpe**2 + y0,0.0763*a0 + 0.0763*a1
19,0.8933095,-rpe*y0 - 0.0768*y0,rpe,a0*(0.0699*rpe - 0.188)
21,0.8710401,rpe*y0,a0*rpe*y0 + y0,0.074*a0 + 0.172*a1
23,0.8652983,rpe*y0,a0*rpe*y0 + 2*y0,0.074*a0 + 0.172*a1
25,0.86088264,y0*(-4*rpe - 0.652) + 0.0768,a0,a0*(0.14*rpe - 0.182)
27,0.8501301,0.0812*a1 + rpe*y0,a0**2 + y0,-0.074*a0*rpe + 0.222*a0 - 0.00854
29,0.814304,a0*rpe*(a0 - rpe) + y0*(-2*rpe - 0.652),rpe + 0.529,a0*(1.11*rpe - 0.364)
29,0.814304,a0*rpe*(a0 - rpe) + y0*(-2*rpe - 0.652),a0 + rpe,a0*(1.11*rpe - 0.364)
29,0.814304,a0*rpe*(a0 - rpe) + y0*(-2*rpe - 0.652),a0*rpe,a0*(1.11*rpe - 0.364)
35,0.7971755,a0*rpe*(-rpe - 0.652) + y0*(-2*rpe - 0.652),a1*y0*(a1 - 1.02)*(y0 - 1.02),a0*(a1 + rpe - 0.364)
39,0.7573886,a0*rpe*(a1 - rpe) + y0*(-2*rpe - 0.652),0.345*rpe*(a1 + rpe)*(rpe - 1.02*y0),a0*(1.07*rpe - 0.364)
