Complexity,Fitness,Equation 0,Equation 1,Equation 2
3,2.2009249,a1,-0.850,0.145
5,1.5238305,rpe*y0,y0,a0
9,1.4666704,rpe - y0,0,a0*rpe
9,1.4666704,rpe - y0,0,a0*rpe
11,1.336784,rpe*y0,0.505,1.95*a0 + 0.945*a1
13,1.2175307,-0.42*rpe*y0,-1.92,-1.79*a0 - 0.792*a1
17,1.2152305,-0.42*rpe*y0,a0 + y0 - 1.91,-1.79*a0 - 0.792*a1
19,1.1650074,rpe*(y0**2 + y0),rpe + y0*(rpe + y0),a0 + a1*rpe
21,1.1513369,rpe*(y0**2 + y0),rpe + y0*(rpe + y0),0.945*a0 + a1*rpe
25,1.1489608,rpe*(y0**2 + y0),rpe + y0*(rpe + y0),0.945*a0*a1**2 + a1*rpe
27,1.1230853,rpe*(2*a1 + 3*y0),rpe + 0.613*y0*(rpe + y0),0.945*a0 + a1*rpe
33,1.0736296,-a0 - 2*a1 + rpe - 2*y0,2*rpe**2*y0,(rpe**2 + 0.107)*(a0*(rpe + 0.107) + a0 + 0.399)
35,1.0630364,-a0 - 2*a1 + rpe - 2*y0,rpe*y0*(2*rpe + y0),(rpe**2 + 0.107)*(a0*(rpe + 0.107) + a0 + 0.399)
37,1.0459836,-a0 - 3*a1 + rpe - 3*y0,rpe*y0*(rpe - 0.857),(rpe**2 + 0.107)*(a0*(rpe + 0.107) + a0 + 0.399)
41,1.0381696,-a0 - 3*a1 + rpe - 3*y0,rpe*y0*(1.09*rpe - 0.0766),(rpe**2 + 0.107)*(a0*(rpe + 0.107) + a0 + 0.399)
