Complexity,Fitness,Equation 0,Equation 1,Equation 2,Equation 3,Equation 4
11,1.6531587,a0*y0,rpe,-0.0155,a0*a1 + a1,a1
17,1.3037431,-0.401,a0*y0*(a0 + y0),(a0 - a1)*(a0 + rpe),a1,a1
19,1.2995658,-0.299,a0*y0**2 + rpe*y0,(a0 - a1)*(a0 + rpe),y0,rpe
21,1.1524591,-0.299,a0*y0*(a0 + y0) + rpe*y0,(a0 - a1)*(a0 + rpe),y0,-0.694
23,1.1342945,-0.299,a0*y0*(a0 + y0) + rpe*y0,(a0 - a1)*(a0 + 2*rpe),y0,rpe
25,1.1306217,-0.299,a0*y0*(a0 + y0) + rpe*y0,(a0 - a1)*(a0 + 2*rpe),rpe + y0,rpe
27,1.1303191,-0.299,a0*y0*(a0 + y0) + rpe*y0,(a0 - a1)*(a0 + 2*rpe),rpe + y0,a0 + rpe
29,1.1299319,-0.299,a0*y0*(a0 + y0) + rpe*y0,(a0 - a1)*(a0 + 2*rpe),rpe + y0,a1 + rpe + y0
31,1.1263736,-0.299,a0*y0*(a0 + y0) + rpe*y0,(a0 - a1)*(a0 + 2*rpe),a1 + rpe*y0 + 2*y0,a1
35,1.1232512,-0.299,a0*y0*(a0 + y0) + rpe*y0,(a0 - a1)*(a0 + 3*rpe),a1 + rpe*y0 + 2*y0,rpe + y0
47,1.100374,4*rpe*(3*a0 + y0),rpe*y0 + 2*y0,-0.0391*a1*(-2*a0*a1 + rpe - 1.46),a1 + rpe,0.0271*a1*y0
51,1.0913461,4*rpe*(3*a0 + y0),rpe*y0 + 2*y0,-0.0391*a1*(-2*a0*a1 + rpe - 1.46),2*a1 + rpe - 0.0863,0.0271*a1*y0
57,1.0912082,4*rpe*(3*a0 + y0),rpe*y0 + 2*y0,-0.0391*a1*(-2*a0*a1 + rpe - 1.46),5*a1 - 0.345,a1**2*(a0 + 0.00132)
65,1.0911063,4*rpe*(3*a0 + y0),rpe*y0 + 2*y0,-0.0391*a1*(-2*a0*a1 + rpe - 1.46),3*a1 + rpe + y0 - 0.345,0.0363*a0*a1*(a0 + 0.0363*a1*y0)
67,1.0911052,4*rpe*(3*a0 + y0),rpe*y0 + 2*y0,-0.0391*a1*(-2*a0*a1 + rpe - 1.46),3*a1 + rpe + y0 - 0.345,0.0363*a1**3*(a0 + 0.0363*a1*y0)
