Complexity,Fitness,Equation 0,Equation 1,Equation 2,Equation 3,Equation 4
11,2.5569048,rpe**2,-2.51,a0 - 1.0,y0*y1,rpe
15,1.7608745,rpe*(y0 - 0.293*y1),2*a1,2*a0,-0.367,-3.10
17,1.654877,rpe*(y0 + 0.0125),0.661,1.22*a0 + 0.22*rpe,y0*y1,0.845
19,1.618408,rpe*(a0 + y0),2*a1,a0 + 0.22*rpe,a0*y1,y1**2
21,1.5774837,rpe*(y0 + 0.0125),y0*y1,a0 + 0.22*a1*(rpe - 0.754),y0*y1,y1
23,1.5152116,a0 + 0.791,rpe*y0 - 0.564*y1,a1*rpe + 4*a1,-0.367,rpe
27,1.4196894,0.0557,rpe*y0 - 1.13*y1,a1*rpe + 4*a1,a0,y0 + y1
29,1.4195201,1.4*a0,rpe*y0 - 1.13*y1,a1*rpe + 4*a1,a0*y1,a1
31,1.2893895,a0,rpe*y0 - 1.69*y1,-a0 + a1*rpe + 4*a1,a0,rpe
33,1.2834803,a0,rpe*y0 - 1.69*y1,-a0 + a1*rpe + 4*a1,0,y1
35,1.2800487,a0,rpe*y0 - 1.69*y1,-a0 + a1*rpe + 4*a1,a0**2,y1**2
41,1.2728841,4*a0 + 0.0557,rpe*y0 - 1.69*y1,a0 + a1*rpe + 5*a1,y0,0.00353
43,1.2715665,4*a0 + 0.0557,rpe*y0 - 1.69*y1,a0 + a1*rpe + 5*a1,y0 + y1,y1
45,1.267627,4*a0 + 0.0557,rpe*y0 - 1.69*y1,a0 + a1*rpe + 5*a1,y0 + y1,a0*y1
47,1.2669969,5*a0 + 0.0557,rpe*y0 - 1.69*y1,a0 + a1*rpe + 5*a1,y0 + y1,y0*y1
51,1.2648942,4*a0 + 0.0557,rpe*y0 - 1.69*y1,a0 + a1*rpe + 5*a1,a0*y0 + y0 + y1,y1*(a0 + rpe)
