Complexity,Fitness,Equation 0,Equation 1,Equation 2,Equation 3,Equation 4
13,1.9620306,rpe*y0,a0 + y0,a0 + 0.205,y0,a0 - 0.538
17,1.9612112,rpe*y0,a1 - 0.165,0.675*a0 + 0.22,a0**2,a0
19,1.9441204,rpe*(y0 - 0.0125),rpe,0.675*a0 + 0.22,a0*y0,rpe*y0
21,1.9429934,rpe*(y0 - 0.0125),a1**2,0.675*a0 + 0.22,1.99*a0,a0*rpe
23,1.850764,rpe*y0,-a0*rpe,a0*a1**2*(a0*a1 + 0.961),y0,0.670
27,1.8499414,rpe*y0,-a0*rpe,a0*a1**2*(a0*a1 + 0.961),a1,0.0471*rpe
29,1.8273556,rpe*y0,-a0*rpe,a0*a1**2*(a0*a1 + 0.961),a1 + rpe,0.217*a1 + 0.0422
31,1.8242342,rpe*y0,-a0*rpe,a0*a1**2*(a0*a1 + 0.961),a0*rpe + a1 + rpe,0.217*a1
35,1.8128917,a0*rpe + rpe*y0,-a0*rpe,a0*a1*(a0 + a1)*(a0*(a1 - 0.599) + 0.961),a1 + rpe,0.217*a1
41,1.8105421,a0*rpe + rpe*y0,-a0*rpe,a0*a1*(a0 + a1)*(a1*(a0 + a1) + 0.961),4*a1 + 2*y0,0.217
