Complexity,Fitness,Equation 0,Equation 1,Equation 2
3,0.902582,rpe,y0,0.0718
3,0.902582,rpe,rpe,0.0718
5,0.9024656,y0,y0*y1,0.0684
7,0.84394157,rpe,y0*y1,-0.262*a1
11,0.76809216,rpe,rpe*y0,-0.262*a0*a1 + 0.246
13,0.50428003,y0,y0*(-0.76*rpe + y0*y1),-0.262*a1
15,0.4917704,y1,y0*(-0.76*rpe + y0*y1),0.0684 - 0.262*a1
17,0.35970998,y1,y0*(-0.76*rpe + y0*y1),-0.262*a0 - 0.523*a1
19,0.3086765,y1,y0*(-0.76*rpe + y0*y1),-0.262*a0 - 0.785*a1
19,0.3086765,y1,y0*(-0.76*rpe + y0*y1),-0.262*a0 - 0.785*a1
21,0.30107594,y1 - 0.0627,y0*(-0.76*rpe + y0*y1),-0.262*a0 - 0.785*a1
21,0.30107594,y1 - 0.0627,y0*(-0.76*rpe + y0*y1),-0.262*a0 - 0.785*a1
21,0.30107594,y1 - 0.0627,y0*(-0.76*rpe + y0*y1),-0.262*a0 - 0.785*a1
23,0.28386527,y1 - 0.0627,y0*(-0.76*rpe + y0*y1),-0.262*a0 - 0.785*a1 - 0.183
25,0.26200306,0.347,a0*y0*(-1.01*rpe + y0*y1),4*a1*(0.204*rpe - 0.346)
27,0.26056516,a0 - 0.398,a0**2*y0*(-1.01*rpe + y0*y1),2*a1*(0.204*rpe - 0.691)
29,0.25601798,2*a0 - 0.398,a0**2*y0*(-1.01*rpe + y0*y1),2*a1*(0.204*rpe - 0.691)
