Complexity,Fitness,Equation 0,Equation 1,Equation 2
5,3.5578713,y0,a1,rpe**2
7,2.0910974,0.0240,y0 - 1.38,a0*rpe
9,1.6481186,rpe*y0 + rpe,a0*y0,a0
11,1.6106944,rpe*y0 + rpe,0.00110,10.9*a0 - 1.02
13,1.3572624,rpe*y0,rpe - 0.713,a0*(rpe + 5.47) - 1.02
19,1.3507637,rpe*(a0 + y0) + 0.0142,-0.713*a1,a0*(1.06*rpe + 5.47) - 1.02
21,1.3449916,-0.256*a1 + rpe*(a0 + y0),0.000149,a0*(rpe + 6.53) - 1.02
23,1.3393347,-a1*rpe**2 + rpe*(a0 + y0),-0.00061*rpe,a0*(rpe + 6.53) - 1.02
25,1.3341788,rpe*y0 + rpe*(a0 + y0) + 0.359*rpe,a0,a0*(a0 + rpe + 6.53) + a0
27,1.3292499,rpe*y0 + rpe*(a0 + y0) + 0.359*rpe,y0**2,a0*(a0 + a1 + rpe + 5.47) + a0
29,1.3184644,2*rpe*(a0 + y0) + 0.359*rpe,-0.713,a0*(a0*a1 + a0 + rpe + 5.47) + a0
29,1.3184644,2*rpe*(a0 + y0) + 0.359*rpe,-0.713,a0*(a0*a1 + a0 + rpe + 5.47) + a0
31,1.3168187,2*rpe*(a0 + y0) + 0.359*rpe,-0.713*y0,a0*(a0*a1 + a0 + rpe + 5.47) + a0
31,1.3168187,2*rpe*(a0 + y0) + 0.359*rpe,-0.713*y0,a0*(a0*a1 + a0 + rpe + 5.47) + a0
37,1.3145899,2*rpe*(a0 + y0) + 0.359*rpe,a0 - 0.508*rpe,a0*(1.15*a0*a1 + a1 + rpe + 5.47) + a0
37,1.3145899,2*rpe*(a0 + y0) + 0.359*rpe,a0 - 0.508*rpe,a0*(1.15*a0*a1 + a1 + rpe + 5.47) + a0
