Complexity,Fitness,Equation 0,Equation 1,Equation 2
3,17.302357,1.08,a0,a0
5,0.8461409,a0 - 0.935,0.343,0.0289
5,0.8461409,a1 - 0.935,0.343,0.0289
9,0.82334363,a1*y0,a0*rpe,-0.0512*rpe
11,0.7432135,a0,rpe*y0 + y0,-0.369*a1*rpe
13,0.6116763,a1 + y1,-a1 + 3*y1,a1*rpe
13,0.6116763,a1*y1,-a1 + 3*y1,a1*rpe
13,0.6116763,a0*y1,-a1 + 3*y1,a1*rpe
15,0.40151685,a1,rpe*y0 - 1.61*y1**3,a1
17,0.2947743,a0,rpe*y0 - 1.61*y1**2*(a1 + y1),a1
19,0.24182713,-0.532,rpe*y0 - 1.61*y1**2*(a1 + y1),2*a1
19,0.24182713,y1,rpe*y0 - 1.61*y1**2*(a1 + y1),2*a1
19,0.24182713,a0,rpe*y0 - 1.61*y1**2*(a1 + y1),2*a1
19,0.24182713,a1,rpe*y0 - 1.61*y1**2*(a1 + y1),2*a1
19,0.24182713,rpe,rpe*y0 - 1.61*y1**2*(a1 + y1),2*a1
21,0.24046841,a0,rpe*y0 - 1.61*y1**2*(a1 + y1),3*a1
21,0.24046841,a1,rpe*y0 - 1.61*y1**2*(a1 + y1),3*a1
21,0.24046841,a1,rpe*y0 - 1.61*y1**2*(a1 + y1),3*a1
23,0.23126347,-0.532,rpe*y0 - 1.61*y1**2*(a1 + y1),4*a1
23,0.23126347,-0.532,rpe*y0 - 1.61*y1**2*(a1 + y1),4*a1
23,0.23126347,-0.395,rpe*y0 - 1.61*y1**2*(a1 + y1),4*a1
23,0.23126347,-0.392,rpe*y0 - 1.61*y1**2*(a1 + y1),4*a1
23,0.23126347,-0.142,rpe*y0 - 1.61*y1**2*(a1 + y1),4*a1
23,0.23126347,y0,rpe*y0 - 1.61*y1**2*(a1 + y1),4*a1
23,0.23126347,y1,rpe*y0 - 1.61*y1**2*(a1 + y1),4*a1
23,0.23126347,y1,rpe*y0 - 1.61*y1**2*(a1 + y1),4*a1
23,0.23126347,y1,rpe*y0 - 1.61*y1**2*(a1 + y1),4*a1
23,0.23126347,a0,rpe*y0 - 1.61*y1**2*(a1 + y1),4*a1
23,0.23126347,a0,rpe*y0 - 1.61*y1**2*(a1 + y1),4*a1
23,0.23126347,a0,rpe*y0 - 1.61*y1**2*(a1 + y1),4*a1
23,0.23126347,a1,rpe*y0 - 1.61*y1**2*(a1 + y1),4*a1
23,0.23126347,a1,rpe*y0 - 1.61*y1**2*(a1 + y1),4*a1
23,0.23126347,a1,rpe*y0 - 1.61*y1**2*(a1 + y1),4*a1
23,0.23126347,rpe,rpe*y0 - 1.61*y1**2*(a1 + y1),4*a1
23,0.23126347,rpe,rpe*y0 - 1.61*y1**2*(a1 + y1),4*a1
25,0.22987077,y0,rpe*y0 - 1.61*y1**2*(a1 + y1),4*a1 - 0.085
31,0.22854218,y0,rpe*y0 - 1.61*y1**2*(a1 + y1),a1**3 + 4*a1 - 0.085
31,0.22854218,y0,rpe*y0 - 1.61*y1**2*(a1 + y1),a1**3 + 4*a1 - 0.085
31,0.22854218,y1,rpe*y0 - 1.61*y1**2*(a1 + y1),a1**3 + 4*a1 - 0.085
31,0.22854218,y1,rpe*y0 - 1.61*y1**2*(a1 + y1),a1**3 + 4*a1 - 0.085
31,0.22854218,a0,rpe*y0 - 1.61*y1**2*(a1 + y1),a1**3 + 4*a1 - 0.085
31,0.22854218,a0,rpe*y0 - 1.61*y1**2*(a1 + y1),a1**3 + 4*a1 - 0.085
31,0.22854218,a1,rpe*y0 - 1.61*y1**2*(a1 + y1),a1**3 + 4*a1 - 0.085
31,0.22854218,a1,rpe*y0 - 1.61*y1**2*(a1 + y1),a1**3 + 4*a1 - 0.085
31,0.22854218,rpe,rpe*y0 - 1.61*y1**2*(a1 + y1),a1**3 + 4*a1 - 0.085
