Complexity,Fitness,Equation 0,Equation 1,Equation 2,Equation 3,Equation 4
11,1.9879533,a1*rpe,a1,0.0353*a0,2.20,y0 + 0.335
17,1.9506333,a0*(a1 - 1.1),2*rpe - y0,a0*a1,rpe - y0,rpe
19,1.6408087,rpe*y0,a1 - 0.0347,a0*(0.164 - 0.253*rpe),a0 + y0,y0 + 0.525
21,1.5397646,2*rpe*y0 + rpe,-0.14*a1,a0*(0.164 - 0.253*rpe),a1,a0 + rpe
25,1.4515743,2*rpe*y0 + rpe,a1 + y0,0.757*a0*(0.481 - 0.505*rpe),y0,rpe
25,1.4515743,2*rpe*y0 + rpe,2*a1,0.757*a0*(0.481 - 0.505*rpe),y0,y0
27,1.3874111,a1*rpe + rpe*y0,-1.65*y0,-0.404*a0*(a0 + 2*rpe - 1.58),rpe,y0
31,1.375723,a1*rpe + rpe*y0,-1.65*y0,-0.404*a0*(a0 + 2*rpe - 1.58),0.405*rpe + y0,a1
39,1.3592875,1.48*a1*rpe + rpe*y0,-1.65*y0,-0.404*a0*(a0 + 2*rpe - 1.58),rpe,rpe*(rpe + y0)
43,1.356156,a1*rpe + rpe*y0,-0.903*y0,-0.404*a0*(3*rpe - 1.58),1.35*rpe + 2.65*y0,a1*rpe
49,1.3362422,0.739*a1**2*rpe + a1*rpe + rpe*y0,-0.459*y0,-0.404*a0*(a0 + 2*rpe - 1.58),0.809*rpe,-0.533*rpe
51,1.3347915,0.739*a1**2*rpe + a1*rpe + rpe*y0,-1.65*y0,-0.404*a0*(a0 + 2*rpe - 1.58),0.405*rpe + y0,rpe*(-rpe*(2*rpe - y0) + 2*rpe)
59,1.3124015,1.48*a1*rpe + rpe*y0,-1.65*y0**3,-0.404*a0*(3*rpe - 1.58),0.405*a0*rpe + 0.405*a1*y0**2 + y0,0.799*a1 + 0.799*rpe + 0.599
