Complexity,Fitness,Equation 0,Equation 1,Equation 2
3,3.278252,a1,rpe,1.61
5,1.6210978,-1.20,rpe,a1*rpe
5,1.6210978,0.590,rpe,a1*rpe
5,1.6210978,rpe,-2.28,a0*rpe
5,1.6210978,rpe,a0,a0*rpe
7,1.215953,a0,rpe*y0,a1*rpe
9,1.2044728,rpe*y0,rpe,a0*rpe + 0.0636
11,1.1151302,-a0 + rpe*y0,a0,a0*rpe + a0
13,1.0813314,-a0 + rpe*y0,-2.28,a0*rpe + a0 + 0.0636
13,1.0813314,-a0 + rpe*y0,-1.14,a0*rpe + a0 + 0.0636
13,1.0813314,-a0 + rpe*y0,-0.476,a0*rpe + a0 + 0.0636
13,1.0813314,-a0 + rpe*y0,a0,a0*rpe + a0 + 0.0636
15,1.0549715,rpe*y0,rpe + 0.52,-a0*a1 + a0*rpe + a0
17,1.0481215,-a0 + rpe*y0,-0.0244,a0*a1 + a0*rpe + a0 + 0.0636
19,1.0335305,-a0 + rpe*y0,-0.476,a0**2 + a0*rpe + 2*a0 + 0.0636
21,1.0280223,-a0 + rpe*y0,-0.0687,a0*a1 + a0*rpe + a0 + 0.0636*a1 + 0.0636
25,1.0253187,-a0 + rpe*y0,0.226*a0**2,-a0*a1 + a0*rpe + a0 + 0.0677
25,1.0253187,-a0 + rpe*y0,0.226*a0**2,-a0*a1 + a0*rpe + a0 + 0.0677
