Complexity,Fitness,Equation 0,Equation 1,Equation 2
3,0.9795414,-0.757,a0,0.0635
5,0.9684403,y0,a1 + y0,0.0490
7,0.9404095,y0,a1 + y0,0.049*a1
7,0.9404095,a0,a1 + y0,0.049*a1
9,0.929277,rpe,rpe*y0 + y0,0.049*a1
11,0.92911685,2*rpe,y0,0.0534*a1 + 0.0349
15,0.68736815,-0.627,a0**2*rpe*y0,a0*a1*(rpe - 0.722)
17,0.6762694,0.330,a0**2*rpe*(a1 + y0),(-a1 - 0.164)*(rpe - 0.334)
19,0.67196465,-1.60,0.322*a0*rpe*y0,a0**2*(a1 - 0.164)*(rpe - 0.722)
21,0.63311785,0.330,0.417*a0*rpe*y0,a0*(-a1 - 0.164)*(rpe - 0.668)
23,0.61092496,-0.299*a0*(a1 + y0) - 0.245,a0**2*rpe*y0,a0*a1*(rpe - 0.87)
25,0.595999,1.42,0.269*a0**2*rpe*y0,a0*(-a1 - 0.164)*(rpe - 0.668)
27,0.57529616,-0.245*a0*(rpe + y0) - 0.245,a0*rpe*y0*(a1 - 0.845),a0*a1*(rpe - 0.722)
29,0.5519647,-0.598*a0*(rpe + y0) - 0.245,a0**2*rpe*y0,a0*a1*(rpe - 0.722)
29,0.5519647,-0.598*a0*(rpe + y0) - 0.245,a0**2*rpe*y0,a0*a1*(rpe - 0.722)
45,0.5341128,-0.598*a0*(rpe + y0) - 0.423,a0**6*rpe*y0,a0**2*(-a1 - 0.164)*(2*rpe - 0.668)
