Complexity,Fitness,Equation 0,Equation 1,Equation 2,Equation 3,Equation 4
11,2.2199006,a0 + rpe,-1.72,rpe,0.555*y0 - 1.74,a0
15,1.9460156,0.830,rpe,-0.77*a1*rpe - 1.78*rpe + 0.499,y0,a0
19,1.5164042,rpe*(y0 - 0.95),-0.276,a0,a0 + 0.496,rpe*(a0*a1 + a1) + 0.724
21,1.5043528,0.42*y0,a1*rpe + 0.288,-1.46*a0*rpe - 0.477*rpe,a1 + y0,rpe
23,1.3182921,rpe*(a0 + y0),2*a1,a0 + 0.327*rpe*(a0 - 0.126) + 0.327,a0 + a1,rpe
27,1.3010433,rpe*(a0 + y0),a1,a0 + 0.327*rpe*(a0 - 0.126) + 0.327,a1*(a0 + a1 + y0 + 0.496),y0
29,1.2796271,rpe*(2*a1 + 2*y0),rpe - 0.276,a0 + 0.327*rpe*(a0 - 0.126) + 0.187,a1,1.72*a1
31,1.2707942,rpe*(2*a1 + 2*y0),rpe - 0.552,a0 + 0.327*rpe*(a0 - 0.126) + 0.187,a1,a1**2 + 0.724
33,1.2696673,rpe*(2*a1 + 2*y0),rpe - 0.552,a0 + 0.327*rpe*(a0 - 0.126) + 0.187,a1,0.724*a1**2 + a1
35,1.2691183,rpe*(2*a1 + 2*y0),rpe - 0.552,a0 + 0.327*rpe*(a0 - 0.126) + 0.187,a1,a1**2*(0.724*a1 + 0.724)
37,1.2668413,rpe*(2*a1 + 2*y0),rpe - 0.552,a0 + 0.327*rpe*(a0 - 0.126) + 0.187,a1,0.724*a0*a1*rpe**2 + 0.724
39,1.2667043,rpe*(2*a1 + 2*y0),rpe - 0.552,a0 + 0.327*rpe*(a0 - 0.126) + 0.187,a1,0.724*a1**3*rpe**2 + 0.724
41,1.266681,rpe*(2*a1 + 2*y0),rpe - 0.552,a0 + 0.327*rpe*(a0 - 0.126) + 0.187,a1,a1**3*rpe**3*y0 + 0.724
43,1.2583576,rpe*(2*a1 + 2*y0),0.724*a0 + rpe*y0 + rpe - 0.552,a0 + 0.327*rpe*(a0 - 0.126) + 0.187,0.906,a0**2*a1 + a0
51,1.2501783,rpe*(2*a1 + 2*y0),0.724*a0 + rpe*y0 + rpe - 0.552,a0 + 0.327*rpe*(a0 - 0.126) + 0.187,rpe,-1.91*a1*rpe**2 + 0.379*a1
53,1.2495177,rpe*(2*a1 + 2*y0),0.724*a0 + rpe*y0 + rpe - 0.552,a0 + 0.327*rpe*(a0 - 0.126) + 0.187,a1 + y0,0.904*a1 + rpe
55,1.2419494,rpe*(2*a1 + 2*y0),0.724*a0 + rpe*y0 + rpe - 0.552,a0 + 0.327*rpe*(a0 - 0.126) + 0.187,rpe + y0 + 0.688,0.379*a1 - 1.91*rpe**2*y0
61,1.2416604,rpe**4*y0**4,2*rpe*y0 + 2*rpe - y0 + 0.917,a1*(a0 + rpe)*(2*a0*rpe**2 + rpe),a0 - a1,(rpe + 0.18)*(-a0*rpe*(rpe + 0.0404) + rpe)
63,1.2415911,rpe**4*y0**4,2*rpe*y0 + 2*rpe - y0 + 0.917,a1*(a0 + rpe)*(2*a0*rpe**2 + rpe),a0 - a1,a1*(rpe - 0.00163)
65,1.2414842,rpe**4*y0**4,2*rpe*y0 + 2*rpe - y0 + 0.917,a1*(a0 + rpe)*(2*a0*rpe**2 + rpe),-2*a0 + a1,-0.0404*a1**2*rpe*(rpe + 0.0404)
67,1.2412841,rpe**4*y0**4,2*rpe*y0 + 2*rpe - y0 + 0.917,a1*(a0 + rpe)*(2*a0*rpe**2 + rpe),a0 - a1**3,a1*(0.0404*rpe*(rpe + 0.0404) + rpe)
71,1.2412071,rpe**4*y0**4,2*rpe*y0 + 2*rpe - y0 + 0.917,a1*(a0 + rpe)*(2*a0*rpe**2 + rpe),-a0*a1*(a0 - a1**2) + a0,a1*(0.0404*rpe*(rpe + 0.0404) + rpe)
73,1.2411834,rpe**4*y0**4,2*rpe*y0 + 2*rpe - y0 + 0.917,a1*(a0 + rpe)*(2*a0*rpe**2 + rpe),-a0*a1*(-a0 - a1**2 + a1) + a0,a1*(0.0404*rpe*(rpe + 0.0404) + rpe)
