Complexity,Fitness,Equation 0,Equation 1,Equation 2
3,2.157518,rpe,a0,0.176
5,2.0555673,a1 + y0,rpe,0.0649
9,1.5638218,a0,rpe*y0,-a1*rpe + a1
11,1.4421034,a1 + y1,rpe*y1,-a1*rpe + a1
13,1.249624,y0,rpe*(y0 + 2*y1),-a1*rpe + a1
15,1.1304283,y1,y1*(rpe - y0**2),-0.573*a1*(rpe - 1.57)
15,1.1304283,a0,y1*(rpe - y0**2),-0.573*a1*(rpe - 1.57)
15,1.1304283,a1,y1*(rpe - y0**2),-0.573*a1*(rpe - 1.57)
15,1.1304283,rpe,y1*(rpe - y0**2),-0.573*a1*(rpe - 1.57)
19,1.0504047,y0 + 0.192,y1*(rpe - y0**2),-0.573*a1*(2*rpe - 2.54)
21,0.94989574,a1 + y0,y1*(rpe - y0**2),a1*(-a1 - 2.54)*(2*rpe - 1.3)
23,0.9235971,0,rpe*y0 + y1*(rpe - y0**2),a0 - 0.573*a1*rpe + a1
25,0.923107,a0,rpe*y0 + y1*(rpe - y0**2),a0 - 0.573*a1*(2*rpe - 2.45) + a1
27,0.8548657,-2.07*y1,rpe*y0 + y1*(rpe - y0**2),a0 - 0.573*a1*(a1 + rpe - 2.45) + a1
31,0.79548174,2*a0*y0 - y1,rpe*y0 + y1*(rpe - y0**2),a0 - 0.573*a1*(2*rpe - 2.45) + a1
41,0.7924358,-a1*y0*y1 + y0 + y1**2,rpe*y0 + y1*(rpe - 2*y0**2),-a1*rpe + 1.71*a1 - 0.703
