Complexity,Fitness,Equation 0,Equation 1,Equation 2
3,2.2788072,rpe,0.541,-0.313
5,1.5863578,rpe*y0,1.01,a0
7,1.535267,-0.401,a0*y0,a1*rpe
9,1.3987141,-0.386,rpe*y0 + 0.427,a1*rpe
11,1.353162,a1,rpe*y0,rpe*(0.374*a1 + 0.0613)
13,1.2232354,rpe*y0,y1,-0.313*a0*(a1 - rpe) + a0
15,0.98385817,a0 + y1,rpe*y0 - 2*y1,3*a1
15,0.98385817,-a1 + y1,rpe*y0 - 2*y1,3*a1
19,0.88961184,a1 + y1,rpe*y0 - 2*y1,3*a1 + 0.294*rpe
21,0.8889553,a0 + a1 - y0 - 0.234,rpe*y0 - 2*y1,3*a1 + 0.33
21,0.8889553,a0**2 + 2*a0,rpe*y0 - 2*y1,3*a1 + 0.33
25,0.87958956,a1 + rpe + y0 + y1,rpe*y0 - 2*y1,a0*rpe + 4*a1
27,0.87236714,a0 + a1 + rpe + y0,rpe*y0 - 2*y1,a0*rpe + 4*a1 - 0.0138
29,0.83721256,-a0*y0*y1 + a1,rpe*y0 - 3*y1,a0*rpe + 3*a1
33,0.83411473,2*a0 - a1*y0 - y1 - 0.234,rpe*y0 - 2*y1,a0*rpe + 4*a1
