Complexity,Fitness,Equation 0,Equation 1,Equation 2
3,2.183787,rpe,y1,0.383
5,1.7055857,-1.66,rpe*y0,a1
5,1.7055857,y0,rpe*y0,a1
5,1.7055857,a0,rpe*y0,a1
5,1.7055857,rpe,rpe*y0,a1
7,1.6948338,1.28,rpe*y0,a1 + 0.0705
7,1.6948338,y0,rpe*y0,a1 + 0.0705
9,1.6806619,a1,1.17*rpe*y0,a1 - 0.0981
11,1.6157341,rpe*y0,y0*(rpe - y1),a1 - 0.0981
13,1.6134765,a1,y0*(rpe - y0*y1),1.38*a1
15,1.6048653,rpe,y0*(rpe - y0*y1),1.15*a1
17,1.5677733,y0,y0*(rpe - y0*y1),a1*(a1*rpe + 0.244) + a1
17,1.5677733,y1,y0*(rpe - y0*y1),a1*(a1*rpe + 0.244) + a1
17,1.5677733,rpe,y0*(rpe - y0*y1),a1*(a1*rpe + 0.244) + a1
21,1.53296,rpe*y0,y0*(rpe - y0*y1),0.147*a1*rpe + 1.38*a1
23,1.3752812,a0,rpe*y0 - y1,a1*rpe + 5*a1
25,1.3705444,a0,rpe*y0 - y1,a1*rpe + 5*a1 + 0.119
27,1.3207235,a0,y0*(rpe - y0*y1) - y1,a1*rpe + 4*a1 + 0.0705
29,1.317623,y0,y0*(rpe - y0*y1) - y1,a1*rpe + 4*a1 + 0.141
29,1.317623,a1,y0*(rpe - y0*y1) - y1,a1*rpe + 4*a1 + 0.141
29,1.317623,rpe,y0*(rpe - y0*y1) - y1,a1*rpe + 4*a1 + 0.141
31,1.2619705,0,y0*(a0 + 2*rpe) - 2*y1,a1*rpe + 5*a1
33,1.2619691,2*a0**2 - a0,y0*(a0 + 2*rpe) - 2*y1,a0 + a1*rpe + 5*a1
37,1.2612288,-a0 + 0.00173*a1,y0*(a0 + 2*rpe) - 2*y1,a0 + a1*rpe + 5*a1
