Complexity,Fitness,Equation 0,Equation 1,Equation 2,Equation 3,Equation 4
9,1.2636806,a0,a1 + rpe,0.0456,-0.0589,0.143*y0
15,1.2493422,-1.54*a0,0,0.00271,a0 + 1.06*rpe,-0.865*a0
19,1.2193478,-rpe**2 + rpe,a1*y0,-0.086*a0*a1,0.421,a1 - rpe + y0
21,1.1563125,a0,a0*(a1 + rpe),0.0456*a0*rpe,-0.0589,a0*(rpe + 0.458*y0) - a0
23,0.90682733,-0.248*a0*rpe*y0 - 0.625*rpe*y0,a1,a0*(rpe - 0.963),y0,a0 + 0.63
25,0.68134534,2*a1*rpe*y0,a1 - 0.657,-0.244*a0*a1*(rpe - 1.53),a0,a1**2
27,0.6762125,3*a1*rpe*y0,a1 - 0.657,-0.244*a0*a1*(rpe - 1.53),rpe + y0,rpe
29,0.6597233,6*a1*rpe*y0,-0.657,0.2*a0*(rpe - 1.53),a0 + y0,y0
31,0.57124007,a1*rpe*(a0*rpe + 3*y0),-1.46,-0.336*a0*a1*(2*rpe - 1.53),rpe,y0
33,0.5690374,a1*rpe*(a0*rpe + 4*y0),-0.657,-0.336*a0*a1*(rpe - 1.18),y0,-1.11
35,0.5674471,a1*rpe*(a0*rpe + 4*y0),-0.657,-0.336*a0*a1*(rpe - 1.18),2*rpe,-1.11
37,0.5654991,a1*rpe*(a0*rpe + 4*y0),-0.657,-0.336*a0*a1*(rpe - 1.18),a0 + y0,rpe*y0
39,0.5632993,a1*rpe*(a0*rpe + 4*y0),-0.488,-0.336*a0*a1*(2*rpe - 1.53),a0*rpe + a0 + rpe,y0
41,0.55782473,-0.248*a0*rpe**2 - 0.625*rpe*y0,(a1 - rpe)*(-a0 - a1*y0 + a1 - y0**2),-0.339*a0*a1 + a0*(rpe - 0.963),-1.37,rpe
43,0.54833233,-0.248*a0*rpe**2 - 0.625*rpe*y0,(a1 - rpe)*(-a1*y0 + a1 - y0**2),-0.339*a0*a1 + a0*(rpe - 0.963),-0.695,2*rpe + y0
