Complexity,Fitness,Equation 0,Equation 1,Equation 2
3,2.040431,rpe,y0,-0.129
5,1.7180765,a1,rpe,-a0 + a1
7,1.4337573,a1 - 0.161,rpe*y0,a1
9,1.2552068,rpe*y0,rpe*y0,a1 - 0.744
11,1.1613123,a1*rpe*y0,-1.06,-a0 + a1 + 0.416
17,1.0958079,rpe*y0*(a1 + rpe + y0),-2.36,-1.33*a0 + a1
21,1.0839553,a0*y0 + y0*(a0*a1 + rpe),a0,2*a0*(1.23 - 1.07*a0)
23,1.0611123,rpe*y0*(2*a1 + rpe + y0),rpe - 1.59,-1.33*a0 + a1
25,1.0238436,rpe*y0*(a1 + rpe + y0),a1 + 0.464*y0 - 1.06,-1.33*a0 + a1
27,1.0181313,rpe**2*(a0*rpe*(a1 + y0) + a1 + y0),rpe*(a1 + y0),0.667*a0 + a1
29,0.99667716,rpe*y0*(-a1**2 + a1 + rpe + y0),a1 + 0.464*y0 - 1.06,-1.33*a0 + a1
31,0.9920889,rpe*y0*(1.97*a1 + rpe + y0),a1 + 0.464*y0 - 1.06,-1.33*a0 + a1
35,0.985236,rpe**2*(a0*rpe*(a1 + y0) + 0.855*y0),rpe*(a0*a1 + 2*a1 + y0),0.824*a0 + a1
