Complexity,Fitness,Equation 0,Equation 1,Equation 2
5,1.7158136,rpe*y1,y1,a0
9,1.6498852,rpe,-a1 + rpe*y0 + rpe,a1
11,1.5076518,rpe*y0,2*rpe,2*a0 + a1
15,1.3552307,rpe*y0,a0,5*a0 + rpe
17,1.2826968,rpe*y0 - 2*y1,a1 + 1.24,5.87*a0
19,1.2777579,(a0 + rpe)*(-0.279*a1 + y0),rpe,a0*(rpe + 4.87)
21,1.1369884,rpe*y0 - y1,0.933*y0,a0*(rpe + 4.87)
23,1.1266401,rpe*y0 - 2*y1,y0,a0*(a0 + rpe + 4.87)
23,1.1266401,rpe*y0 - 2*y1,a0,a0*(a0 + rpe + 4.87)
23,1.1266401,rpe*y0 - 2*y1,a1,a0*(a0 + rpe + 4.87)
25,1.0929918,rpe*y0 - 2*y1,0.329,a0*(rpe + 4.87)
25,1.0929918,rpe*y0 - 2*y1,a1,a0*(rpe + 4.87)
31,1.0929871,rpe*y0 - 2*y1,rpe*y0*(0.747*a0 + rpe + y1),a0*(rpe + 4.87)
35,1.091759,rpe*y0 - 2*y1,rpe + (rpe + y0)*(y0 + y1),a0*rpe + 3*a0 + a1
