Complexity,Fitness,Equation 0,Equation 1,Equation 2,Equation 3,Equation 4
13,2.7552087,rpe,y0,rpe**2*(rpe**2 + 1.07),a1,y0
15,1.5292904,rpe*y0,0.891,a0 + rpe,a0*(a0 + y0),-y0 - 0.669
17,1.1938128,2*a1,a0 + y0,rpe**2*(-a0 + rpe + 1.07),a1,0.697
21,1.1149867,2*a1,a0 + y0,rpe**2*(-2*a0 + rpe) + rpe**2,a1,-0.258
23,1.098388,rpe*y0,-0.506,6*a0 + rpe,a0 + y0,rpe*y0
23,1.098388,rpe*y0,rpe*y0,6*a0 + rpe,a0 + y0,a0
23,1.098388,rpe*y0,a0*rpe,6*a0 + rpe,a0 + y0,a1
25,1.0883156,rpe*y0,rpe*(a0 + rpe),5*a0 + a1 + rpe,a0,-0.669*a0
27,1.0684366,a1,rpe*(2*a0 + 2*y0),rpe**2*(2*a1 + rpe - 0.396) + rpe**2,rpe,a1
29,1.0537356,2*a1,rpe*(2*a0 + 2*y0),rpe**2*(2*a1 + rpe - 0.396) + rpe**2,a1,rpe
35,1.0320343,2*a1,rpe*(a0 + y0),rpe**2*(2*a1 + rpe) + rpe**2,a0 - 2*rpe,a0
37,1.029844,a0 + a1,rpe*(3*a0 + 3*y0),rpe**2*(2*a1 + rpe - 0.396) + rpe**2,rpe + 0.106,a0 + rpe
39,1.0140728,a1,rpe*(3*a0 + 3*y0 + 0.747),rpe**2*(a0 + a1 + rpe) + rpe**2,-rpe + y0,rpe*y0
41,0.9957365,a1,rpe*(5*a0 + 2*y0),rpe**2*(a0 + a1 + rpe) + rpe**2,-a0 + 4*a1 + y0,y0
43,0.9943261,a1,rpe*(5*a0 + 2*y0),rpe**2*(a0 + a1 + rpe) + rpe**2,0,a1 + y0
45,0.9841718,a1,rpe*(5*a0 + 2*y0),rpe**2*(a0 + a1 + rpe) + rpe**2,5*a1 + rpe,y0
45,0.9841718,a1,rpe*(5*a0 + 2*y0),rpe**2*(a0 + a1 + rpe) + rpe**2,5*a1 + rpe,y0
45,0.9841718,a1,rpe*(5*a0 + 2*y0),rpe**2*(a0 + a1 + rpe) + rpe**2,5*a1 + rpe,y0
47,0.9823898,a1,rpe*(5*a0 + 2*y0),rpe**2*(a0 + a1 + rpe) + rpe**2,5*a1 + rpe,2*y0
49,0.9794166,2*a1**2 + 2*a1,rpe*(4*a0 + 3*y0),rpe**2*(2*a1 + rpe - 0.177) + rpe**2,2*a0 + rpe - y0 + 1.29,-0.748
55,0.9755873,a1*(a1**2 + 2*a1) + 2*a1,rpe*(3*a0 + a1 + 3*y0),rpe**2*(2*a1 + rpe - 0.177) + rpe**2,2*a0 - a1 - 2*rpe + 1.29,2.12
