Complexity,Fitness,Equation 0,Equation 1,Equation 2
3,2.7704616,y0,y1,0.319
7,1.5093191,0.449,a0 - a1 + y1,rpe
7,1.5093191,-y0 - 2.57,0.236*y0,rpe
9,1.3128719,rpe*y0,a1,2*a0 + 0.176
11,1.3009429,2*rpe*y1,2*a1,2*a0
13,1.085557,a1,rpe*y0 - 2.23*y1,3*a1
15,0.987085,a1,rpe*y1 - 2.23*y1,3*a1 + rpe
15,0.987085,rpe,rpe*y1 - 2.23*y1,3*a1 + rpe
17,0.8902466,y0,rpe*y0 - 2.23*y1,4*a1 + rpe
17,0.8902466,a0,rpe*y0 - 2.23*y1,4*a1 + rpe
17,0.8902466,a1,rpe*y0 - 2.23*y1,4*a1 + rpe
17,0.8902466,rpe,rpe*y0 - 2.23*y1,4*a1 + rpe
19,0.8596773,-0.276,rpe*y0 - 2.23*y1,3.93*a1 + rpe
19,0.8596773,y1,rpe*y0 - 2.23*y1,3.93*a1 + rpe
21,0.82109004,-0.276,rpe*(a0 + y0) - 2.23*y1,3.93*a1 + rpe
23,0.7231318,-rpe - 0.276,rpe*(a0 + y0) - 2.23*y1,3.93*a1 + rpe
25,0.69792485,rpe,-a1 + rpe*y0 - rpe - y0 - 3*y1,4*a1 + rpe
27,0.66282296,rpe*y0,-a1 + rpe*y0 - rpe - y0 - 3*y1,a0 + 3*a1 + rpe
29,0.606586,rpe*y0,-a1 + rpe*y0 - rpe - y0 - 3*y1,a0 + 4*a1 + rpe
33,0.5637538,rpe*y0,-a1 + rpe*y0 - rpe - y0 - 3*y1,a0 + a1*rpe + 4*a1 + rpe
35,0.5420079,y0*(rpe + y1),-a1 + rpe*y0 - rpe - y0 - 3*y1,a0 + a1*rpe + 4*a1 + rpe
