Complexity,Fitness,Equation 0,Equation 1,Equation 2,Equation 3,Equation 4
9,2.3012881,y0,y0,a0 + rpe,a0 + 2.32,rpe
15,1.3556178,y0**2,a1 + y0,-0.547*a1*rpe,rpe,-0.767
17,1.3079419,rpe,a1 + y0,-0.981*a1*(0.558*rpe + 0.203),rpe,a1*rpe
21,1.2560133,rpe + y0,a0**2*rpe*(a1 + y0),3*a1 + 0.297,y0,a0
23,1.1879385,a1,rpe**2*(-0.107*y0 - 0.0607),2*a1 + 0.747,a0**2 - a1,a0
25,1.1626731,a1*y0,rpe**2*(-0.107*y0 - 0.0607),2*a1 + 1.05,a1,a0 + 0.337
29,1.1192026,2*a0*a1,-0.107*rpe**2*y0,a0 + 1.45*a1 + 0.598,a0*(a0 + y0),a0
31,1.1191229,2*a0*a1,-0.107*rpe**2*y0,a0 + 1.45*a1 + 0.57,a0*(a0*y0 + a0),-0.993
37,1.1083404,a0*a1,-0.107*rpe**2*y0,a0 + 1.45*a1 + 0.602,a0**2*(-1.53*a0*y0 + a0),-0.993
39,1.1072552,2*a0*a1,-0.107*rpe**2*y0,a0 + 1.45*a1 + 0.57,a0*(a1 + 2*y0),a1*(a0 + y0) + y0 - 0.496
41,1.1053073,a0*(2*a0*a1 + a1),-0.107*rpe**2*y0,a0 + 1.45*a1 + 0.602,a0**2*(a0*a1 + a0*y0 + a0),a0
43,1.0949292,2*a0*a1,-0.107*rpe**2*y0,a0 + 1.45*a1 + 0.485,a0*(a0*y0**2 + a1 + y0),a0**2*a1 + y0 - 0.496
49,1.0906373,2*a0*a1,-0.107*rpe**2*y0,a0 + 1.45*a1 + 0.57,a0*(y0**2 + y0*(rpe + 1.23*y0) + 1.23),a1*(-a0 + a1 + y0) - 0.993
