Complexity,Fitness,Equation 0,Equation 1,Equation 2
3,1.2293606,-1.02,rpe,0.0229
7,1.1170647,-0.338,rpe*y0,0.127*a1
11,1.0895005,1.26,2*a0*rpe*y0,0.127*a1
15,1.0887077,1.26,y0*(2*a0*rpe + a1*rpe),0.127*a1
17,0.71310574,-1.19,a0**2*rpe*(a1 - y0),(a1 - 0.0617)*(rpe - 0.813)
19,0.68216044,-0.518,2*a0*rpe*y0,0.127*a1*(3*a0 + rpe)
19,0.68216044,-0.518,2*a0*rpe*y0,0.127*a1*(3*a0 + rpe)
21,0.65984607,-0.518,3*a0*rpe*y0,0.127*a1*(3*a0 + rpe)
23,0.650972,-0.338,4*a0*rpe*y0,0.127*a1*(2*a0 + rpe - 0.219)
25,0.5726795,-0.625*a0*rpe**2 - 1.25*rpe*y0,1.92*rpe*y0,a0*(rpe - 0.726)
35,0.50888073,-0.625*a0*rpe**2 - 1.25*rpe*y0,rpe,0.719*a0**3 + a0*(rpe - 0.963)
