Complexity,Fitness,Equation 0,Equation 1,Equation 2
3,12.437965,y1,y1,rpe
5,1.8492864,y1,2.44,a0*rpe
7,1.7678175,y0,-a1 + y1,a1*rpe
7,1.7678175,-a0 + y1,2.44,a0*rpe
9,1.6418644,0.553,-a1 + y1,2*a1*rpe
11,1.4783903,rpe,-a1 + 2*y1,2*a1*rpe
13,1.4080728,a0,-a1 + 3*y1,2*a1*rpe
13,1.4080728,rpe,-a1 + 3*y1,2*a1*rpe
15,1.3988786,-a0 + 3*y1,a1,3*a0*rpe
17,1.3566144,rpe,-a1 + 2*y1,5*a1*rpe
19,1.3511133,rpe,-a1 + 2*y1,6*a1*rpe
21,1.3299146,-2.35,-a1 + 2*y1,7*a1*rpe
21,1.3299146,y0,-a1 + 2*y1,7*a1*rpe
21,1.3299146,a0,-a1 + 2*y1,7*a1*rpe
25,1.3299108,y0,-a1 + 2*y1,7*a1*rpe
25,1.3299108,rpe,-a1 + 2*y1,7*a1*rpe
29,1.3299081,y0,-a1 + 2*y1,7*a1*rpe
29,1.3299081,y1,-a1 + 2*y1,7*a1*rpe
29,1.3299081,a0,-a1 + 2*y1,7*a1*rpe
29,1.3299081,a0,-a1 + 2*y1,7*a1*rpe
29,1.3299081,rpe,-a1 + 2*y1,7*a1*rpe
31,1.2928646,-a0 + a1 + 2*y1,a1,a0*(6*rpe - 0.426)
33,1.2928632,-a0 + a1 + 2*y1,a1*y1,a0*(6*rpe - 0.426)
