Complexity,Fitness,Equation 0,Equation 1,Equation 2,Equation 3,Equation 4
11,1.1521109,0.435,0.988*rpe**2,0.0201,1.02,a0
17,1.1500543,a0 + 2*a1,rpe,0.0235,0.713*a0*(rpe + 0.615),a0*rpe
23,1.0661206,rpe,a1*y0*(a1 - y0) + rpe*y0,0.163*a0 + a1 + 0.0739*rpe,1.23,-0.193
25,0.69071615,rpe,2*rpe*y0,-0.272*a1*rpe + 0.456*a1,1.23,-0.193*y0
27,0.6204705,y0 - 0.792,a1*y0*(a1 - y0) + rpe*y0,-0.272*a1*rpe + 0.728*a1,y0,a0
31,0.5890008,rpe*y0,a1*y0*(a1 - y0) + rpe*y0,0.163*a0 - 0.272*a1*rpe + a1,rpe + 0.615,2*y0
33,0.5742176,rpe*y0,a1*y0*(a1 - y0) + rpe*y0,0.163*a0 - 0.272*a1*rpe + a1,1.23*y0,a0**2
35,0.5642154,rpe*y0,a1*y0*(a0 - y0) + rpe*y0,0.163*a0 - 0.272*a1*rpe + a1,1.23*a0,2*a0*y0 + rpe
37,0.5610409,rpe*y0,a1*y0*(a0 - y0) + rpe*y0,0.163*a0 - 0.272*a1*rpe + a1,0.615,a0*(-a0 - 0.333)*(y0 - 0.526)
39,0.5544787,rpe*y0,a1*y0*(a0 - y0) + rpe*y0,0.163*a0 - 0.272*a1*rpe + a1,0.615,a0*(-a0 - 0.333)*(2*y0 - 0.387)
