Complexity,Fitness,Equation 0,Equation 1,Equation 2
3,1.3413198,y0,rpe,0.154
5,1.3201754,0.113,a1*y1,0.105
9,1.2955289,0.113 - y1,rpe + y0,0.105*a0
13,1.1962047,rpe*y0,-0.49*rpe,0.257*a0*a1
15,1.077444,rpe*y0,y1,0.386*a0 + 0.0825
17,1.0518624,rpe*y0,rpe,0.386*a0 + 0.139
19,1.0299205,2*rpe*y0,a0,0.386*a0 + 0.139
19,1.0299205,2*rpe*y0,rpe,0.386*a0 + 0.139
21,0.96701336,rpe*(a1*y0**2 + y0),a0,0.386*a0 + 0.0825
23,0.8744242,rpe*(a1*y0**2 + 2*y0),a0,0.386*a0 + 0.0825
25,0.76236725,rpe*(a0*y0**2 + 2*y0),y1,0.462*a0 + 0.114
25,0.76236725,rpe*(a0*y0**2 + 2*y0),a1,0.462*a0 + 0.114
41,0.75986445,a1*rpe*(a1**2*y0 + 2*y0),(2*a0 + y1)*(a0 + y0*y1 + 2*y1),0.447*a0 + 0.193
