Complexity,Fitness,Equation 0,Equation 1,Equation 2,Equation 3,Equation 4
9,12.438699,a0 + y1,2*y1,rpe,rpe,0.0148
11,7.941992,2*a1,a0,-0.0917*a1*rpe,a0,rpe
13,2.0435405,a0,0,0.0268*a0,a0 + a1,y0
15,1.8752341,2*y1,y1,2.36*a1*rpe,0.243*a0*y0,0.325
19,1.8354776,a0 + y1,y1,2.48*a1*rpe,rpe - 0.243,a0 - 1.81*y1
21,1.3131783,a1,-a1 + 2*y1,73.0*a1*rpe,a0,y0
27,1.2520936,a1,-a1 + 2*y1,61.9*a1*rpe,a1*(rpe*y1 + 0.292),-0.0537
31,1.2403693,-a1 + rpe,-a1 + 2*y1,61.9*a1*rpe,1.38*rpe*y0,a1**2*y1
33,1.2358577,2*a1 + 0.3,-a1 + 2*y1,73.0*a1*rpe,a0,0.106*a1*rpe*y0
35,1.2284868,2*a0,-a1 + 2*y1,73.0*a1*rpe,a1*rpe,0.00363*a1*y0
35,1.2284868,2*a0,-a1 + 2*y1,73.0*a1*rpe,rpe**2,0.00363*a1*y0
37,1.2264254,1.3*y1 + 0.3,-a1 + 2*y1,73.0*a1*rpe,a0*rpe**2*y0,0.106*a1**2*rpe
39,1.2252767,a1 - 0.504,-a1 + 2*y1,61.9*a1*rpe,-a0 - 1.67*rpe,0.325*a1*rpe*y0**3*y1
41,1.223362,1.3*a0,-0.921*a1 + 1.92*y1,75.0*a1*rpe,a1,0.106*a0**2*a1**2*rpe*y0
43,1.2219701,1.3*a0 - rpe,-0.921*a1 + 1.92*y1,75.0*a1*rpe,0.00659,0.106*a0**2*rpe*y0*y1**2
45,1.1983602,y1*(a1 - 2*rpe + 0.536),rpe*y1,(a0 + 0.41)*(2*rpe - 1.77),3.37 - 2.05*rpe,a0 + a1 + 1.76*y0 + y1 + 1.51
49,1.0950156,y1*(a1 - 2*rpe),rpe + y0**2,(a0 + 0.41)*(2*rpe - 1.77),rpe*(2*rpe + y1) + y1*(rpe + 2*y1),a1 + y0
57,1.0816288,y1*(a1 - 2*rpe),rpe + y0*(y0 - 0.0405),(a0 + 0.41)*(2*rpe - 1.77),rpe*(rpe + 2*y1) + y1*(rpe + 2*y1),2*y1 + 0.756
61,1.0640659,y1*(a1 - 2*rpe),rpe + y0*(a1 + y0**2*(y0 - 0.0405) - 0.0405),(a0 + 0.41)*(2*rpe - 1.77),rpe*(rpe + 2*y1) + y1*(rpe + 2*y1),rpe + 2*y0 + 1.51
