Complexity,Fitness,Equation 0,Equation 1,Equation 2
5,8.917028,a0*a1,rpe,0.0979
7,1.7930684,a0,2*a0 + y0,-0.0305
13,1.6114213,a0,rpe*y0 - 0.086,-0.106*a1*rpe
17,1.3166083,0.247*a1 - 0.206,-3.04*rpe*y0,a1*(0.369*rpe - 0.135)
17,1.3166083,-0.247*a1 - 0.247*rpe,-3.04*rpe*y0,a1*(0.369*rpe - 0.135)
17,1.3166083,0.247*a1 - 0.247*rpe,-3.04*rpe*y0,a1*(0.369*rpe - 0.135)
19,1.2160411,a1 + 2.72,a0*rpe*y0,-0.57*a1*(2*rpe - 0.57)
21,1.1674589,a0 + 1.11,y0*(a0**2*rpe + a0) - y0,-0.673*a1*(rpe - 0.673)
23,1.0542098,0.574*rpe,1.29*a0*rpe + rpe*y0 + rpe,-0.562*a1*(a0 + 2*rpe)
25,1.0503975,0.426*rpe,1.29*a0*rpe + rpe*y0 + rpe,-0.562*a1*(a0 + 2*rpe)
