Complexity,Fitness,Equation 0,Equation 1,Equation 2
5,2.900889,y0,-0.323*y0,rpe
7,1.564501,a0*a1,y1,-0.389*a1
11,1.1917827,rpe,y1*(1.19 - 1.09*rpe),a1*rpe
13,1.1908411,-1.0*rpe*y1 + y1,a0*rpe,a0*rpe
15,0.79128313,a0,y1*(1.76 - 1.09*rpe),a1*rpe - 0.389*a1
17,0.77535635,a1,-1.16*rpe*y1 + y1,a1*rpe - 0.389*a1
19,0.7420806,rpe*(a1 - y0) + y0**2*y1 + y1,a1,a0*(rpe - 2.21)
21,0.53047454,rpe*(a1 - y0) + y0**2*y1 + y1,a1*y1,a0*(rpe - 0.875)
21,0.53047454,rpe*(a1 - y0) + y0**2*y1 + y1,a1*rpe,a0*(rpe - 0.875)
23,0.5149581,rpe*(a1 - y0) + y0**2*y1 + y1,-1.11,a0*(2*rpe - 1.41)
25,0.49655068,rpe*(a1 - y0) + y0**2*y1 + y1,-1.11,a0*(a0 + a1 + rpe - 0.619)
27,0.48179674,rpe*(a1 - y0) + y0**2*y1 + y1,y1 - 2.22,a0*(a0 + a1 + rpe - 0.619)
35,0.47195435,rpe*(a1 - y0) + y0**2*y1 + y1,a0*y1 + a1*(a1 - 1.11) - 1.11,a0*(a0 + rpe - 1.72)
