Complexity,Fitness,Equation 0,Equation 1,Equation 2,Equation 3,Equation 4
13,0.9190493,a1*rpe,rpe,-0.0362*a1,y0,a0 + a1
17,0.6678466,a0**2*rpe*y0,a0,a0 - 0.041*a1 + 0.0926,a0,-0.445
19,0.50442797,0.136*a1*rpe*y0,1.28*a1 + 0.303,0.555*a0,a0*a1,1.28
21,0.47418436,a1*rpe*y0*(a0 + a1),a1 + 0.303,0.555*a0,a1 + rpe - 0.0961,2.19
25,0.4220888,a1*rpe*y0*(0.726*a0**2 + a0 + a1),1.28*a1 + 0.303,0.555*a0,rpe,rpe
27,0.4127608,rpe*y0*(a0 + a1)*(a0*a1 + a0 + a1),a1**2 + 0.303,0.555*a0,a0 - 0.0961,0.526
33,0.40001363,a1*rpe*y0*(1.53*a0 + a1),1.28*a1 + 0.303,0.555*a0 + 0.000294,0.727*a0*rpe**2,1.49
37,0.39664203,a1*rpe*y0*(1.53*a0 + a1),1.28*a1 + 0.303,0.555*a0,a0*rpe,2*rpe*(a1 - 0.149) - 0.306
41,0.39614895,a1*rpe*y0*(1.53*a0 + a1),1.28*a1 + 0.303,0.555*a0,a0**4,2*rpe*(a1 - 0.149) - 0.306
49,0.39586294,a1*rpe*y0*(1.53*a0 + a1),1.28*a1 + 0.303,0.555*a0,1.1*a0**3*(a0*a1 - 0.0961),2*rpe*(a1 - 0.149) - 0.306
61,0.3955335,0.855*rpe*(a0 + 0.224*a1 + 0.224*y0 - 0.266),rpe*y0*(2*a0 + a1 + y0),0.561*a0**2*(2*a0 + a1),-a1 + rpe + 3*y0 - 0.398,3*a0**2 + a0 + rpe*y0
63,0.39138293,0.855*rpe*(a0 + 0.224*a1 + 0.224*y0 - 0.266),rpe*y0*(2*a0 + a1 + y0),0.561*a0**2*(2*a0 + a1),-a1 + rpe + 3*y0 - 0.398,a0 + a1*rpe*(2*a0 + 1.77) + rpe*y0
