Complexity,Fitness,Equation 0,Equation 1,Equation 2
3,2.2373526,y0,a1,0.285
5,2.0854726,rpe*y0,0.165,a0
5,2.0854726,rpe*y0,y0,a0
5,2.0854726,rpe*y0,a0,a0
5,2.0854726,rpe*y0,a1,a0
5,2.0854726,rpe*y0,rpe,a0
7,1.9583578,rpe*y0,y0,a0 + 0.182
7,1.9583578,rpe*y0,a1,a0 + 0.182
9,1.9579327,rpe*y0,-a0 + y0,a0 + 0.123
9,1.9579327,rpe*y0,-rpe + y0,a0 + 0.123
11,1.8709656,rpe*y0,0.089 - rpe,a0 - a1 + 1.2
17,1.8336046,rpe*y0,-rpe + y0*(y0 + 0.689),a0 - a1 + 1.08
21,1.827266,rpe*y0,-rpe + y0*(-a0 + a1 + y0 + 0.515),a0 - a1 + 1.08
