Complexity,Fitness,Equation 0,Equation 1,Equation 2,Equation 3,Equation 4
11,1.2669176,a1,rpe*y0,-a0 + a1,y1,rpe + y1
17,1.2645823,y1,rpe*y0 + y0,0.123*a1**2 + 0.246*a1,-0.438,8.28
19,1.1391714,y1,rpe*y0,0.246*a1 + 0.0303,2*a1 + y1,0.362
21,1.1008872,0.724*rpe + 1.31,2*rpe*(2*y0 + 2*y1),0.278*a1,0.0230,y1
23,0.82568467,(0.331*a1*y1 + y0)*(a0 + rpe + 0.648),y1,a0 - a1**3,a0,2.29
25,0.76212883,(0.214*a0*a1 + y0)*(a0 + rpe + 0.648),y1,a0 - a1**3,y0,-8.79
29,0.7046429,(y0 + 0.139)*(a0 + rpe + 0.648),y1,-a0**2*a1**5 + a0,rpe,y0 - 1.85
33,0.6997654,(0.419*a1**2 + y0)*(a0 + rpe + 0.648),y1,-a0**2*a1**5 + a0,y1,-0.787
35,0.694743,(y0 + 0.139)*(a0 + rpe + 0.648),y1,-a0**2*a1**5 + a0,0.796,-3.89*a0 - 1.94*y0 - 2.73
37,0.69097304,(0.419*a1**2 + y0)*(a0 + rpe + 0.648),y1,-a0**2*a1**5 + a0,a0,-15.1*y0 - 22.9
39,0.68997586,(0.419*a0*a1 + y0)*(a0 + rpe + 0.648),y1,-a0**2*a1**5 + a0,a0,-15.4*a0 - 15.4*y0 - 23.4
41,0.68939453,(0.419*a0*a1 + y0)*(a0 + rpe + 0.648),y1,-a0**2*a1**5 + a0,a0 + y0,-15.4*a0 - 15.4*y0 - 23.4
43,0.68289185,(0.419*a1**2 + y0)*(a0 + rpe + 0.648),y1,-a0**2*a1**5 + a0,y0,3.26*y1*(a0 + 3*y0)
45,0.67914945,(0.648*a1**2*rpe + y0)*(a0 + rpe + 0.648),y1,-a0**2*a1**5 + a0,y0,3.26*y1*(2*a0 + 2*y0 - 1.4)
47,0.6726461,(0.648*a1**2*rpe + y0)*(a0 + rpe + 0.648),y1,-a0**2*a1**5 + a0,y0,10.6*y1*(2*a0 + 2*y0 - 1.4)
47,0.6726461,(0.648*a1**2*rpe + y0)*(a0 + rpe + 0.648),y1,-a0**2*a1**5 + a0,y0,10.6*y1*(2*a0 + 2*y0 - 1.4)
47,0.6726461,(0.648*a1**2*rpe + y0)*(a0 + rpe + 0.648),y1,-a0**2*a1**5 + a0,y0,10.6*y1*(2*a0 + 2*y0 - 1.4)
49,0.67143625,(0.648*a1**2*rpe + y0)*(a0 + rpe + 0.648),y1,-a0**2*a1**5 + a0,2*y0,10.6*y1*(2*a0 + 2*y0 - 1.4)
49,0.67143625,(0.648*a1**2*rpe + y0)*(a0 + rpe + 0.648),y1,-a0**2*a1**5 + a0,2*y0,10.6*y1*(2*a0 + 2*y0 - 1.4)
